Handle,Command,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Image Command,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status,Metafield: custom.style_code [single_line_text_field],Metafield: custom.fabric [single_line_text_field],Metafield: custom.colour [single_line_text_field],Metafield: custom.fit [single_line_text_field],Metafield: custom.neckline [single_line_text_field],Metafield: custom.sleeves [single_line_text_field],Metafield: custom.bottom [single_line_text_field],Metafield: custom.dupatta [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.length [single_line_text_field],Metafield: custom.care_instructions [single_line_text_field],Metafield: custom.net_quantity [single_line_text_field],Metafield: custom.model_size [single_line_text_field],Metafield: custom.country_of_origin [single_line_text_field],Metafield: custom.marketed_by [multi_line_text_field],Metafield: custom.manufactured_by [multi_line_text_field]
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,Size,M,10014-MAROONOF-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629424726,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-02.jpg,2,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,Size,L,10014-MAROONOF-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629424733,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-03.jpg,3,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,Size,XL,10014-MAROONOF-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629424740,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-04.jpg,4,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,Size,XXL,10014-MAROONOF-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629424757,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-05.jpg,5,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-06.jpg,6,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-07.jpg,7,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 7",,,,,,,,,,,,,,,,,,,,,,
maroon-off-white-embroidered-cotton-satin-straight-kurta-pant-dupatta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10014-maroon-and-off-white-jul-08.jpg,8,"Maroon & Off White Embroidered Cotton Satin Straight Kurta Pant Dupatta Set, view 8",,,,,,,,,,,,,,,,,,,,,,
navy-cotton-flex-straight-kurta,MERGE,Navy Cotton Flex Straight Kurta,"<p>Elevate your everyday ethnic style with this elegant Navy Cotton Flex Kurta, crafted for all-day comfort and effortless sophistication. Designed with a classic mandarin collar, buttoned placket, and three-quarter sleeves, this straight-fit kurta offers a clean and timeless silhouette.</p><p>The breathable cotton flex fabric ensures a comfortable feel, making it an ideal choice for office wear, casual outings, and everyday elegance.</p>",Raa Vedic,Kurta,"Kurta, Cotton Flex, Under 1500, Under the Neem Trees, New Arrival, Navy, Bestseller, Straight Fit, Office Wear, Casual, Daily Wear",TRUE,Size,S,10009-NAVY-S,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388486,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-navy-jul-01.jpg,1,"Navy Cotton Flex Straight Kurta, view 1",REPLACE,FALSE,Navy Cotton Flex Straight Kurta | Raa Vedic,"Elevate your everyday ethnic style with this elegant Navy Cotton Flex Kurta, crafted for all-day comfort and effortless sophistication. Designed with a classic mandarin collar, buttoned placket, and three-quarter sleeves, this straight-fit kurta offers a clean and timeless silhouette.The breathable cotton flex fabric e",g,active,10009,Cotton Flex,Navy,Straight Fit,Mandarin V-Neck with Button Placket,Three-Quarter Sleeves,,,Solid,,Gentle Machine Wash or Hand Wash Separately,1,,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
navy-cotton-flex-straight-kurta,,,,,,,,Size,M,10009-NAVY-M,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388493,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-navy-jul-02.jpg,2,"Navy Cotton Flex Straight Kurta, view 2",,,,,g,,,,,,,,,,,,,,,,,
navy-cotton-flex-straight-kurta,,,,,,,,Size,L,10009-NAVY-L,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388509,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-navy-jul-03.jpg,3,"Navy Cotton Flex Straight Kurta, view 3",,,,,g,,,,,,,,,,,,,,,,,
navy-cotton-flex-straight-kurta,,,,,,,,Size,XL,10009-NAVY-XL,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388516,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-navy-jul-04.jpg,4,"Navy Cotton Flex Straight Kurta, view 4",,,,,g,,,,,,,,,,,,,,,,,
navy-cotton-flex-straight-kurta,,,,,,,,Size,XXL,10009-NAVY-XXL,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388523,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-navy-jul-05.jpg,5,"Navy Cotton Flex Straight Kurta, view 5",,,,,g,,,,,,,,,,,,,,,,,
green-printed-romanam-top,MERGE,Green Printed Romanam Top,"<p>Refresh your everyday wardrobe with this stylish Green Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant all-over floral print, a mandarin collar, and three-quarter sleeves, this top offers a perfect blend of comfort and contemporary style.</p><p>Pair it with trousers, jeans, or ethnic bottoms.</p>",Raa Vedic,Top,"Top, Romanam, Under 1500, Under the Neem Trees, New Arrival, Green, Printed, Floral, Daily Wear",TRUE,Size,S,10069-GREEN-S,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629427727,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10069-green-jul-01.jpg,1,"Green Printed Romanam Top, view 1",REPLACE,FALSE,Green Printed Romanam Top | Raa Vedic,"Refresh your everyday wardrobe with this stylish Green Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant all-over floral print, a mandarin collar, and three-quarter sleeves, this top offers a perfect blend of comfort and contemporary style.Pair it with trousers, jeans, or ethni",g,active,10069,Romanam,Green,Regular Fit,Mandarin Collar,Three-Quarter Sleeves,,,Floral Print,,Gentle Machine Wash or Hand Wash,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
green-printed-romanam-top,,,,,,,,Size,M,10069-GREEN-M,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629427734,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10069-green-jul-02.jpg,2,"Green Printed Romanam Top, view 2",,,,,g,,,,,,,,,,,,,,,,,
green-printed-romanam-top,,,,,,,,Size,L,10069-GREEN-L,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629427741,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10069-green-jul-03.jpg,3,"Green Printed Romanam Top, view 3",,,,,g,,,,,,,,,,,,,,,,,
green-printed-romanam-top,,,,,,,,Size,XL,10069-GREEN-XL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629427758,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10069-green-jul-04.jpg,4,"Green Printed Romanam Top, view 4",,,,,g,,,,,,,,,,,,,,,,,
green-printed-romanam-top,,,,,,,,Size,XXL,10069-GREEN-XXL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629427765,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10069-green-jul-05.jpg,5,"Green Printed Romanam Top, view 5",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-romanam-top,MERGE,Lavender Floral Printed Romanam Top,"<p>Elevate your everyday style with this Lavender Floral Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant floral print, a smart mandarin collar, and three-quarter sleeves, this top offers a perfect balance of comfort and sophistication.</p><p>Its versatile design pairs effortlessly with trousers, jeans, or ethnic bottoms.</p>",Raa Vedic,Top,"Top, Romanam, Under 1500, Under the Neem Trees, New Arrival, Lavender, Bestseller, Printed, Floral, Daily Wear",TRUE,Size,S,10064-LAVENDER-S,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426317,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10064-lavender-jul-01.jpg,1,"Lavender Floral Printed Romanam Top, view 1",REPLACE,FALSE,Lavender Floral Printed Romanam Top | Raa Vedic,"Elevate your everyday style with this Lavender Floral Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant floral print, a smart mandarin collar, and three-quarter sleeves, this top offers a perfect balance of comfort and sophistication.Its versatile design pairs effortlessly with",g,active,10064,Romanam,Lavender,Regular Fit,Mandarin Collar,Three-Quarter Sleeves,,,Floral Print,,Gentle Machine Wash or Hand Wash,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
lavender-floral-printed-romanam-top,,,,,,,,Size,M,10064-LAVENDER-M,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426324,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10064-lavender-jul-02.jpg,2,"Lavender Floral Printed Romanam Top, view 2",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-romanam-top,,,,,,,,Size,L,10064-LAVENDER-L,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426331,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10064-lavender-jul-03.jpg,3,"Lavender Floral Printed Romanam Top, view 3",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-romanam-top,,,,,,,,Size,XL,10064-LAVENDER-XL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426348,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10064-lavender-jul-04.jpg,4,"Lavender Floral Printed Romanam Top, view 4",,,,,g,,,,,,,,,,,,,,,,,
lavender-floral-printed-romanam-top,,,,,,,,Size,XXL,10064-LAVENDER-XXL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426355,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10064-lavender-jul-05.jpg,5,"Lavender Floral Printed Romanam Top, view 5",,,,,g,,,,,,,,,,,,,,,,,
olive-floral-printed-romanam-top,MERGE,Olive Floral Printed Romanam Top,"<p>Elevate your everyday style with this Olive Floral Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant floral print, a smart mandarin collar, and three-quarter sleeves, this top offers a perfect balance of comfort and sophistication.</p><p>Its versatile design pairs effortlessly with trousers, jeans, or ethnic bottoms.</p>",Raa Vedic,Top,"Top, Romanam, Under 1500, Under the Neem Trees, New Arrival, Olive, Printed, Floral, Daily Wear",TRUE,Size,S,10062-OLIVE-S,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426218,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10062-olive-jul-01.jpg,1,"Olive Floral Printed Romanam Top, view 1",REPLACE,FALSE,Olive Floral Printed Romanam Top | Raa Vedic,"Elevate your everyday style with this Olive Floral Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant floral print, a smart mandarin collar, and three-quarter sleeves, this top offers a perfect balance of comfort and sophistication.Its versatile design pairs effortlessly with tr",g,active,10062,Romanam,Olive,Regular Fit,Mandarin Collar,Three-Quarter Sleeves,,,Floral Print,,Gentle Machine Wash or Hand Wash,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
olive-floral-printed-romanam-top,,,,,,,,Size,M,10062-OLIVE-M,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426225,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10062-olive-jul-02.jpg,2,"Olive Floral Printed Romanam Top, view 2",,,,,g,,,,,,,,,,,,,,,,,
olive-floral-printed-romanam-top,,,,,,,,Size,L,10062-OLIVE-L,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426232,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10062-olive-jul-03.jpg,3,"Olive Floral Printed Romanam Top, view 3",,,,,g,,,,,,,,,,,,,,,,,
olive-floral-printed-romanam-top,,,,,,,,Size,XL,10062-OLIVE-XL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426249,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10062-olive-jul-04.jpg,4,"Olive Floral Printed Romanam Top, view 4",,,,,g,,,,,,,,,,,,,,,,,
olive-floral-printed-romanam-top,,,,,,,,Size,XXL,10062-OLIVE-XXL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426256,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10062-olive-jul-05.jpg,5,"Olive Floral Printed Romanam Top, view 5",,,,,g,,,,,,,,,,,,,,,,,
off-white-floral-printed-romanam-top,MERGE,Off White Floral Printed Romanam Top,"<p>Elevate your everyday style with this Off White Floral Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant floral print, a smart mandarin collar, and three-quarter sleeves, this top offers a perfect balance of comfort and sophistication.</p><p>Its versatile design pairs effortlessly with trousers, jeans, or ethnic bottoms.</p>",Raa Vedic,Top,"Top, Romanam, Under 1500, Under the Neem Trees, New Arrival, Off White, Printed, Floral, Daily Wear",TRUE,Size,S,10063-OFFWHITE-S,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426263,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-01.jpg,1,"Off White Floral Printed Romanam Top, view 1",REPLACE,FALSE,Off White Floral Printed Romanam Top | Raa Vedic,"Elevate your everyday style with this Off White Floral Printed Romanam Top, crafted from soft and comfortable Romanam fabric. Featuring an elegant floral print, a smart mandarin collar, and three-quarter sleeves, this top offers a perfect balance of comfort and sophistication.Its versatile design pairs effortlessly wit",g,active,10063,Romanam,Off White,Regular Fit,Mandarin Collar,Three-Quarter Sleeves,,,Floral Print,,Gentle Machine Wash or Hand Wash Separately,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
off-white-floral-printed-romanam-top,,,,,,,,Size,M,10063-OFFWHITE-M,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426270,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-02.jpg,2,"Off White Floral Printed Romanam Top, view 2",,,,,g,,,,,,,,,,,,,,,,,
off-white-floral-printed-romanam-top,,,,,,,,Size,L,10063-OFFWHITE-L,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426287,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-03.jpg,3,"Off White Floral Printed Romanam Top, view 3",,,,,g,,,,,,,,,,,,,,,,,
off-white-floral-printed-romanam-top,,,,,,,,Size,XL,10063-OFFWHITE-XL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426294,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-04.jpg,4,"Off White Floral Printed Romanam Top, view 4",,,,,g,,,,,,,,,,,,,,,,,
off-white-floral-printed-romanam-top,,,,,,,,Size,XXL,10063-OFFWHITE-XXL,260,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629426300,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-05.jpg,5,"Off White Floral Printed Romanam Top, view 5",,,,,g,,,,,,,,,,,,,,,,,
off-white-floral-printed-romanam-top,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-06.jpg,6,"Off White Floral Printed Romanam Top, view 6",,,,,,,,,,,,,,,,,,,,,,
off-white-floral-printed-romanam-top,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10063-off-white-jul-07.jpg,7,"Off White Floral Printed Romanam Top, view 7",,,,,,,,,,,,,,,,,,,,,,
b-pink-cotton-flex-straight-kurta,MERGE,B.Pink Cotton Flex Straight Kurta,"<p>This elegant Blush Pink Cotton Flex Kurta, crafted for all-day comfort and effortless sophistication. Designed with a classic mandarin collar, buttoned placket, and three-quarter sleeves, this straight-fit kurta offers a clean and timeless silhouette.</p><p>The breathable cotton flex fabric ensures a comfortable feel.</p>",Raa Vedic,Kurta,"Kurta, Cotton Flex, Under 1500, Under the Neem Trees, New Arrival, Blush Pink, Straight Fit, Office Wear, Casual, Daily Wear",TRUE,Size,S,10009-BLUSHPIN-S,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388585,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-01.jpg,1,"B.Pink Cotton Flex Straight Kurta, view 1",REPLACE,FALSE,B.Pink Cotton Flex Straight Kurta | Raa Vedic,"This elegant Blush Pink Cotton Flex Kurta, crafted for all-day comfort and effortless sophistication. Designed with a classic mandarin collar, buttoned placket, and three-quarter sleeves, this straight-fit kurta offers a clean and timeless silhouette.The breathable cotton flex fabric ensures a comfortable feel.",g,active,10009,Cotton Flex,Blush Pink,Straight Fit,Mandarin Collar with Button Placket,Three-Quarter Sleeves,,,Solid,,Gentle Machine Wash or Hand Wash Separately,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
b-pink-cotton-flex-straight-kurta,,,,,,,,Size,M,10009-BLUSHPIN-M,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388592,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-02.jpg,2,"B.Pink Cotton Flex Straight Kurta, view 2",,,,,g,,,,,,,,,,,,,,,,,
b-pink-cotton-flex-straight-kurta,,,,,,,,Size,L,10009-BLUSHPIN-L,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388608,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-03.jpg,3,"B.Pink Cotton Flex Straight Kurta, view 3",,,,,g,,,,,,,,,,,,,,,,,
b-pink-cotton-flex-straight-kurta,,,,,,,,Size,XL,10009-BLUSHPIN-XL,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388615,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-04.jpg,4,"B.Pink Cotton Flex Straight Kurta, view 4",,,,,g,,,,,,,,,,,,,,,,,
b-pink-cotton-flex-straight-kurta,,,,,,,,Size,XXL,10009-BLUSHPIN-XXL,320,shopify,10,deny,manual,1299,,TRUE,TRUE,8903629388622,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-05.jpg,5,"B.Pink Cotton Flex Straight Kurta, view 5",,,,,g,,,,,,,,,,,,,,,,,
b-pink-cotton-flex-straight-kurta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-06.jpg,6,"B.Pink Cotton Flex Straight Kurta, view 6",,,,,,,,,,,,,,,,,,,,,,
b-pink-cotton-flex-straight-kurta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10009-b-pink-jul-07.jpg,7,"B.Pink Cotton Flex Straight Kurta, view 7",,,,,,,,,,,,,,,,,,,,,,
white-pink-floral-printed-cotton-straight-kurta-pant-set-10054-a,MERGE,White & Pink Floral Printed Cotton Straight Kurta Pant Set,"<p>This White & Pink Floral Printed 2-Piece Kurta Pant Set, crafted from premium cotton fabric for breathable comfort and a soft feel. The straight-fit kurta features an elegant all-over floral print in delicate pink hues, enhanced with subtle geometric patterns, a flattering V-neckline, and contrast printed detailing on the neckline, sleeves, and side panels. Paired with matching white straight pants featuring coordinated border accents, this ensemble is perfect for office wear, casual outings, family gatherings, and daytime occasions. this elegant Blue Floral Printed Kurta Pant Dupatta Set, crafted from premium Fendy Silk fabric for a luxurious feel and graceful drape.</p><p>The straight-fit kurta features delicate floral prints along the hem, accented with subtle motifs throughout and contrast yellow piping on the neckline, sleeves, and hem for a sophisticated finish. Paired with matching straight pants in a complementary blue shade, this ensemble offers the perfect blend of elegance and comfort.</p>",Raa Vedic,Kurta Set,"2 Piece Set, Cotton, 1500 to 2500, Under the Neem Trees, New Arrival, White & Pink, White, Pink, Straight Fit, Printed, Floral, Office Wear, Casual, Family Gatherings",TRUE,Size,S,10054A-WHITEPIN-S,520,shopify,10,deny,manual,1999,,TRUE,TRUE,8903629426812,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10054-a-white-and-pink-jul-01.jpg,1,"White & Pink Floral Printed Cotton Straight Kurta Pant Set, view 1",REPLACE,FALSE,White & Pink Floral Printed Cotton Straight Kurta Pant Set | Raa Vedic,"This White & Pink Floral Printed 2-Piece Kurta Pant Set, crafted from premium cotton fabric for breathable comfort and a soft feel. The straight-fit kurta features an elegant all-over floral print in delicate pink hues, enhanced with subtle geometric patterns, a flattering V-neckline, and contrast printed detailing on ",g,active,10054-A,Cotton,White & Pink,Straight Fit,Split Round Neck,Three-Quarter Sleeves,Solid Straight Fendy Silk Pants,,Floral Print with Delicate Buti Motifs,,Dry Clean Recommended or Gentle Hand Wash,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
white-pink-floral-printed-cotton-straight-kurta-pant-set-10054-a,,,,,,,,Size,M,10054A-WHITEPIN-M,520,shopify,10,deny,manual,1999,,TRUE,TRUE,8903629426829,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10054-a-white-and-pink-jul-02.jpg,2,"White & Pink Floral Printed Cotton Straight Kurta Pant Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
white-pink-floral-printed-cotton-straight-kurta-pant-set-10054-a,,,,,,,,Size,L,10054A-WHITEPIN-L,520,shopify,10,deny,manual,1999,,TRUE,TRUE,8903629426836,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10054-a-white-and-pink-jul-03.jpg,3,"White & Pink Floral Printed Cotton Straight Kurta Pant Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
white-pink-floral-printed-cotton-straight-kurta-pant-set-10054-a,,,,,,,,Size,XL,10054A-WHITEPIN-XL,520,shopify,10,deny,manual,1999,,TRUE,TRUE,8903629426843,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10054-a-white-and-pink-jul-04.jpg,4,"White & Pink Floral Printed Cotton Straight Kurta Pant Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
white-pink-floral-printed-cotton-straight-kurta-pant-set-10054-a,,,,,,,,Size,XXL,10054A-WHITEPIN-XXL,520,shopify,10,deny,manual,1999,,TRUE,TRUE,8903629426850,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10054-a-white-and-pink-jul-05.jpg,5,"White & Pink Floral Printed Cotton Straight Kurta Pant Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
